,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
268,268,0.5050339346990065,2024-01-15 11:07:33.898593,2024-01-15 11:07:35.378587,0 days 00:00:01.479994,True,gini,4.0,sqrt,16.0,14.0,14.0,False,True,COMPLETE,"[0.6642857142857144, 0.5087719298245614, 0.35555555555555557, 0.5833333333333334, 0.4132231404958677]","[0.00298491 0.0167938  0.00580525 0.00403482 0.02587968 0.00892236
 0.0176668  0.02986077 0.01160159 0.0540399  0.0094315  0.01510833
 0.01326252 0.0177932  0.02137884 0.02674496 0.01969331 0.06603103
 0.         0.02196046 0.00407361 0.01027815 0.0155509  0.01703653
 0.00879842 0.         0.00476028 0.04285549 0.00566801 0.02472767
 0.00618011 0.01825169 0.01120498 0.00132381 0.         0.02946664
 0.00813717 0.02097558 0.0443858  0.00349839 0.05511246 0.
 0.00972474 0.         0.0004871  0.02690167 0.01196948 0.04450725
 0.0515355  0.02836655 0.05355801 0.         0.00861771 0.04305228]"
213,213,0.5050339346990065,2024-01-15 11:06:03.581258,2024-01-15 11:06:05.066521,0 days 00:00:01.485263,True,gini,16.0,sqrt,16.0,11.0,14.0,False,True,COMPLETE,"[0.6642857142857144, 0.5087719298245614, 0.35555555555555557, 0.5833333333333334, 0.4132231404958677]","[0.00298491 0.0167938  0.00580525 0.00403482 0.02587968 0.00892236
 0.0176668  0.02986077 0.01160159 0.0540399  0.0094315  0.01510833
 0.01326252 0.0177932  0.02137884 0.02674496 0.01969331 0.06603103
 0.         0.02196046 0.00407361 0.01027815 0.0155509  0.01703653
 0.00879842 0.         0.00476028 0.04285549 0.00566801 0.02472767
 0.00618011 0.01825169 0.01120498 0.00132381 0.         0.02946664
 0.00813717 0.02097558 0.0443858  0.00349839 0.05511246 0.
 0.00972474 0.         0.0004871  0.02690167 0.01196948 0.04450725
 0.0515355  0.02836655 0.05355801 0.         0.00861771 0.04305228]"
147,147,0.5044976766986337,2024-01-15 11:04:14.302514,2024-01-15 11:04:16.117026,0 days 00:00:01.814512,True,entropy,29.0,sqrt,15.0,13.0,33.0,False,True,COMPLETE,"[0.5428571428571429, 0.5614035087719298, 0.38888888888888884, 0.55, 0.4793388429752066]","[0.00658367 0.0180001  0.01008154 0.00663288 0.02817674 0.00384893
 0.02541565 0.03708112 0.01112218 0.0493005  0.00635144 0.00800191
 0.01376273 0.0101092  0.02283578 0.00776487 0.02653907 0.03945692
 0.01168127 0.02461301 0.01190394 0.03350284 0.01650766 0.03378547
 0.00848038 0.00165032 0.00935263 0.01963037 0.00495483 0.01715839
 0.01191223 0.02395652 0.00929184 0.00727016 0.00422863 0.02896871
 0.01447384 0.02428996 0.01393802 0.01417098 0.02528125 0.00773249
 0.00756834 0.01456922 0.00241464 0.03551533 0.00706953 0.02145124
 0.04925359 0.03188359 0.03224086 0.02063677 0.02828585 0.03931005]"
237,237,0.5038367958463652,2024-01-15 11:06:40.416486,2024-01-15 11:06:41.892439,0 days 00:00:01.475953,True,gini,17.0,sqrt,14.0,15.0,13.0,False,True,COMPLETE,"[0.6642857142857143, 0.5029239766081871, 0.4222222222222222, 0.5, 0.4297520661157025]","[0.01035762 0.0205597  0.         0.00385662 0.03627579 0.01038139
 0.01382158 0.02429573 0.00514793 0.04097789 0.00736726 0.02348234
 0.02080327 0.01538462 0.0336134  0.00609582 0.03274431 0.06471622
 0.01061883 0.02811545 0.00339112 0.         0.01447152 0.03518928
 0.00786958 0.0070335  0.00954565 0.04353399 0.00347784 0.02587872
 0.00610094 0.00896108 0.0183486  0.00711237 0.00177242 0.02287455
 0.00577017 0.01661735 0.0395427  0.00910686 0.04366597 0.
 0.         0.00506717 0.         0.00835112 0.01888225 0.04325732
 0.04209776 0.04074972 0.04176833 0.         0.00869054 0.05225579]"
255,255,0.5038367958463652,2024-01-15 11:07:12.635129,2024-01-15 11:07:14.107802,0 days 00:00:01.472673,True,gini,17.0,sqrt,14.0,14.0,13.0,False,True,COMPLETE,"[0.6642857142857143, 0.5029239766081871, 0.4222222222222222, 0.5, 0.4297520661157025]","[0.01035762 0.0205597  0.         0.00385662 0.03627579 0.01038139
 0.01382158 0.02429573 0.00514793 0.04097789 0.00736726 0.02348234
 0.02080327 0.01538462 0.0336134  0.00609582 0.03274431 0.06471622
 0.01061883 0.02811545 0.00339112 0.         0.01447152 0.03518928
 0.00786958 0.0070335  0.00954565 0.04353399 0.00347784 0.02587872
 0.00610094 0.00896108 0.0183486  0.00711237 0.00177242 0.02287455
 0.00577017 0.01661735 0.0395427  0.00910686 0.04366597 0.
 0.         0.00506717 0.         0.00835112 0.01888225 0.04325732
 0.04209776 0.04074972 0.04176833 0.         0.00869054 0.05225579]"
225,225,0.5038367958463652,2024-01-15 11:06:22.148531,2024-01-15 11:06:23.606668,0 days 00:00:01.458137,True,gini,15.0,sqrt,14.0,12.0,13.0,False,True,COMPLETE,"[0.6642857142857143, 0.5029239766081871, 0.4222222222222222, 0.5, 0.4297520661157025]","[0.01035762 0.0205597  0.         0.00385662 0.03627579 0.01038139
 0.01382158 0.02429573 0.00514793 0.04097789 0.00736726 0.02348234
 0.02080327 0.01538462 0.0336134  0.00609582 0.03274431 0.06471622
 0.01061883 0.02811545 0.00339112 0.         0.01447152 0.03518928
 0.00786958 0.0070335  0.00954565 0.04353399 0.00347784 0.02587872
 0.00610094 0.00896108 0.0183486  0.00711237 0.00177242 0.02287455
 0.00577017 0.01661735 0.0395427  0.00910686 0.04366597 0.
 0.         0.00506717 0.         0.00835112 0.01888225 0.04325732
 0.04209776 0.04074972 0.04176833 0.         0.00869054 0.05225579]"
191,191,0.5036898030199465,2024-01-15 11:05:29.019473,2024-01-15 11:05:30.757173,0 days 00:00:01.737700,True,entropy,20.0,sqrt,15.0,13.0,29.0,False,True,COMPLETE,"[0.5214285714285714, 0.5730994152046784, 0.38333333333333336, 0.5777777777777777, 0.4628099173553719]","[0.00749177 0.02048287 0.0114721  0.00754776 0.02848914 0.00437982
 0.0239626  0.04089999 0.00774507 0.0525425  0.00382464 0.00910562
 0.01147667 0.00924736 0.02249186 0.00627753 0.03019963 0.04085149
 0.00427246 0.01515282 0.00851362 0.03812392 0.01626771 0.03844554
 0.00965008 0.00187795 0.00649596 0.0204399  0.00563826 0.01952507
 0.01131026 0.02425192 0.00777467 0.00827294 0.00481189 0.02736727
 0.01647023 0.01944432 0.01586051 0.01612559 0.02823449 0.00879904
 0.00861225 0.01080398 0.0027477  0.03901357 0.00804464 0.02441004
 0.05129813 0.02785828 0.03668787 0.0166111  0.02552635 0.03677126]"
205,205,0.5036898030199465,2024-01-15 11:05:51.278950,2024-01-15 11:05:53.012938,0 days 00:00:01.733988,True,entropy,19.0,sqrt,15.0,11.0,29.0,False,True,COMPLETE,"[0.5214285714285714, 0.5730994152046784, 0.38333333333333336, 0.5777777777777777, 0.4628099173553719]","[0.00749177 0.02048287 0.0114721  0.00754776 0.02848914 0.00437982
 0.0239626  0.04089999 0.00774507 0.0525425  0.00382464 0.00910562
 0.01147667 0.00924736 0.02249186 0.00627753 0.03019963 0.04085149
 0.00427246 0.01515282 0.00851362 0.03812392 0.01626771 0.03844554
 0.00965008 0.00187795 0.00649596 0.0204399  0.00563826 0.01952507
 0.01131026 0.02425192 0.00777467 0.00827294 0.00481189 0.02736727
 0.01647023 0.01944432 0.01586051 0.01612559 0.02823449 0.00879904
 0.00861225 0.01080398 0.0027477  0.03901357 0.00804464 0.02441004
 0.05129813 0.02785828 0.03668787 0.0166111  0.02552635 0.03677126]"
199,199,0.5036898030199465,2024-01-15 11:05:41.579964,2024-01-15 11:05:43.302384,0 days 00:00:01.722420,True,entropy,18.0,sqrt,15.0,13.0,29.0,False,True,COMPLETE,"[0.5214285714285714, 0.5730994152046784, 0.38333333333333336, 0.5777777777777777, 0.4628099173553719]","[0.00749177 0.02048287 0.0114721  0.00754776 0.02848914 0.00437982
 0.0239626  0.04089999 0.00774507 0.0525425  0.00382464 0.00910562
 0.01147667 0.00924736 0.02249186 0.00627753 0.03019963 0.04085149
 0.00427246 0.01515282 0.00851362 0.03812392 0.01626771 0.03844554
 0.00965008 0.00187795 0.00649596 0.0204399  0.00563826 0.01952507
 0.01131026 0.02425192 0.00777467 0.00827294 0.00481189 0.02736727
 0.01647023 0.01944432 0.01586051 0.01612559 0.02823449 0.00879904
 0.00861225 0.01080398 0.0027477  0.03901357 0.00804464 0.02441004
 0.05129813 0.02785828 0.03668787 0.0166111  0.02552635 0.03677126]"
108,108,0.5035762270690501,2024-01-15 11:03:03.605972,2024-01-15 11:03:05.141061,0 days 00:00:01.535089,True,entropy,23.0,sqrt,14.0,12.0,17.0,False,True,COMPLETE,"[0.6714285714285715, 0.456140350877193, 0.37777777777777777, 0.5166666666666667, 0.49586776859504134]","[0.01552992 0.01574091 0.         0.00320926 0.03149024 0.01213077
 0.02132127 0.04503377 0.00383726 0.04337833 0.01130301 0.01753114
 0.01366396 0.02007528 0.01594821 0.006799   0.03874716 0.05225427
 0.0080202  0.01854661 0.00271898 0.01264446 0.01167625 0.05595755
 0.00625017 0.00584663 0.01220141 0.03309847 0.00244868 0.03152882
 0.00916247 0.00622735 0.01433175 0.01357938 0.00128989 0.02071433
 0.00391156 0.02479482 0.02946346 0.00795654 0.04231174 0.01045019
 0.         0.00990232 0.00211196 0.02506449 0.0141273  0.03494879
 0.03604328 0.03369155 0.0287723  0.00674313 0.02021503 0.03525436]"
192,192,0.5035762270690501,2024-01-15 11:05:30.780314,2024-01-15 11:05:32.310221,0 days 00:00:01.529907,True,entropy,22.0,sqrt,14.0,13.0,17.0,False,True,COMPLETE,"[0.6714285714285715, 0.456140350877193, 0.37777777777777777, 0.5166666666666667, 0.49586776859504134]","[0.01552992 0.01574091 0.         0.00320926 0.03149024 0.01213077
 0.02132127 0.04503377 0.00383726 0.04337833 0.01130301 0.01753114
 0.01366396 0.02007528 0.01594821 0.006799   0.03874716 0.05225427
 0.0080202  0.01854661 0.00271898 0.01264446 0.01167625 0.05595755
 0.00625017 0.00584663 0.01220141 0.03309847 0.00244868 0.03152882
 0.00916247 0.00622735 0.01433175 0.01357938 0.00128989 0.02071433
 0.00391156 0.02479482 0.02946346 0.00795654 0.04231174 0.01045019
 0.         0.00990232 0.00211196 0.02506449 0.0141273  0.03494879
 0.03604328 0.03369155 0.0287723  0.00674313 0.02021503 0.03525436]"
272,272,0.5019734598203497,2024-01-15 11:07:40.167543,2024-01-15 11:07:41.749794,0 days 00:00:01.582251,True,gini,15.0,sqrt,15.0,11.0,18.0,False,True,COMPLETE,"[0.5857142857142857, 0.5087719298245614, 0.39444444444444443, 0.5333333333333333, 0.487603305785124]","[0.01199607 0.01306185 0.0045152  0.00877256 0.02522928 0.00693961
 0.02515087 0.04579647 0.00382881 0.03850715 0.00632499 0.01135026
 0.01031529 0.01767203 0.02322265 0.0087245  0.02419421 0.04778525
 0.00681099 0.03304673 0.00244914 0.03522354 0.0165482  0.0522951
 0.01000866 0.         0.00472458 0.03333205 0.00317606 0.02243199
 0.00872974 0.01219856 0.01237616 0.01322473 0.00128008 0.02806685
 0.00542199 0.02008865 0.02745695 0.00272097 0.04443353 0.00788595
 0.00546027 0.00778038 0.00259905 0.02803842 0.00885339 0.03252361
 0.03960102 0.02206287 0.03922211 0.01380894 0.01632755 0.04640416]"
224,224,0.5019734598203497,2024-01-15 11:06:20.578971,2024-01-15 11:06:22.126429,0 days 00:00:01.547458,True,gini,14.0,sqrt,15.0,13.0,18.0,False,True,COMPLETE,"[0.5857142857142857, 0.5087719298245614, 0.39444444444444443, 0.5333333333333333, 0.487603305785124]","[0.01199607 0.01306185 0.0045152  0.00877256 0.02522928 0.00693961
 0.02515087 0.04579647 0.00382881 0.03850715 0.00632499 0.01135026
 0.01031529 0.01767203 0.02322265 0.0087245  0.02419421 0.04778525
 0.00681099 0.03304673 0.00244914 0.03522354 0.0165482  0.0522951
 0.01000866 0.         0.00472458 0.03333205 0.00317606 0.02243199
 0.00872974 0.01219856 0.01237616 0.01322473 0.00128008 0.02806685
 0.00542199 0.02008865 0.02745695 0.00272097 0.04443353 0.00788595
 0.00546027 0.00778038 0.00259905 0.02803842 0.00885339 0.03252361
 0.03960102 0.02206287 0.03922211 0.01380894 0.01632755 0.04640416]"
233,233,0.5008756740335688,2024-01-15 11:06:34.220584,2024-01-15 11:06:35.820250,0 days 00:00:01.599666,True,gini,14.0,sqrt,15.0,14.0,20.0,False,True,COMPLETE,"[0.5571428571428572, 0.52046783625731, 0.37777777777777777, 0.5944444444444444, 0.4545454545454546]","[0.01079647 0.01175566 0.00406368 0.00789531 0.02850051 0.00624565
 0.02263578 0.04569515 0.00344592 0.03838193 0.00569249 0.01021524
 0.00928376 0.01590483 0.02090039 0.00785205 0.0284145  0.05518202
 0.00612989 0.02974205 0.01275335 0.03170119 0.01489338 0.04706559
 0.00900779 0.         0.00425212 0.02999884 0.00285845 0.02018879
 0.00785677 0.01650038 0.01113854 0.01190226 0.00115207 0.03111995
 0.00806428 0.01807979 0.02471125 0.00244887 0.03999017 0.00990851
 0.00491425 0.01524176 0.00233914 0.03205009 0.00796805 0.02927125
 0.04825691 0.01985659 0.04688975 0.01242804 0.0146948  0.04176374]"
251,251,0.5008756740335688,2024-01-15 11:07:06.484510,2024-01-15 11:07:08.057606,0 days 00:00:01.573096,True,gini,13.0,sqrt,15.0,14.0,20.0,False,True,COMPLETE,"[0.5571428571428572, 0.52046783625731, 0.37777777777777777, 0.5944444444444444, 0.4545454545454546]","[0.01079647 0.01175566 0.00406368 0.00789531 0.02850051 0.00624565
 0.02263578 0.04569515 0.00344592 0.03838193 0.00569249 0.01021524
 0.00928376 0.01590483 0.02090039 0.00785205 0.0284145  0.05518202
 0.00612989 0.02974205 0.01275335 0.03170119 0.01489338 0.04706559
 0.00900779 0.         0.00425212 0.02999884 0.00285845 0.02018879
 0.00785677 0.01650038 0.01113854 0.01190226 0.00115207 0.03111995
 0.00806428 0.01807979 0.02471125 0.00244887 0.03999017 0.00990851
 0.00491425 0.01524176 0.00233914 0.03205009 0.00796805 0.02927125
 0.04825691 0.01985659 0.04688975 0.01242804 0.0146948  0.04176374]"
111,111,0.5005377769492603,2024-01-15 11:03:08.405333,2024-01-15 11:03:10.106538,0 days 00:00:01.701205,True,entropy,23.0,sqrt,14.0,13.0,28.0,False,True,COMPLETE,"[0.6642857142857141, 0.5146198830409356, 0.35000000000000003, 0.49444444444444446, 0.47933884297520657]","[0.0116317  0.023932   0.00635945 0.00348986 0.02271158 0.00736511
 0.02455657 0.03834414 0.00771318 0.05407774 0.00975497 0.01472489
 0.01229506 0.01218856 0.02209802 0.00412796 0.0363602  0.03833159
 0.00486941 0.01399281 0.00695082 0.02564495 0.01094582 0.0415582
 0.00688169 0.00354974 0.01166455 0.02427868 0.005377   0.02826693
 0.00949474 0.01358953 0.00870142 0.0089533  0.0064997  0.02344153
 0.018555   0.01956434 0.01788853 0.02035365 0.0313659  0.00983209
 0.00569708 0.01196879 0.0030884  0.03729115 0.01878392 0.02402812
 0.04416621 0.03302668 0.03011563 0.00971611 0.02639893 0.03343609]"
149,149,0.5005377769492603,2024-01-15 11:04:18.631946,2024-01-15 11:04:20.341261,0 days 00:00:01.709315,True,entropy,19.0,sqrt,14.0,14.0,28.0,False,True,COMPLETE,"[0.6642857142857141, 0.5146198830409356, 0.35000000000000003, 0.49444444444444446, 0.47933884297520657]","[0.0116317  0.023932   0.00635945 0.00348986 0.02271158 0.00736511
 0.02455657 0.03834414 0.00771318 0.05407774 0.00975497 0.01472489
 0.01229506 0.01218856 0.02209802 0.00412796 0.0363602  0.03833159
 0.00486941 0.01399281 0.00695082 0.02564495 0.01094582 0.0415582
 0.00688169 0.00354974 0.01166455 0.02427868 0.005377   0.02826693
 0.00949474 0.01358953 0.00870142 0.0089533  0.0064997  0.02344153
 0.018555   0.01956434 0.01788853 0.02035365 0.0313659  0.00983209
 0.00569708 0.01196879 0.0030884  0.03729115 0.01878392 0.02402812
 0.04416621 0.03302668 0.03011563 0.00971611 0.02639893 0.03343609]"
156,156,0.5003635811291314,2024-01-15 11:04:30.404450,2024-01-15 11:04:32.252268,0 days 00:00:01.847818,True,entropy,27.0,sqrt,15.0,14.0,35.0,False,True,COMPLETE,"[0.5357142857142857, 0.5672514619883041, 0.3666666666666667, 0.5611111111111111, 0.47107438016528924]","[0.00620746 0.01843395 0.00950545 0.00625386 0.02656664 0.00362899
 0.02396332 0.03580355 0.01048662 0.04648333 0.0059885  0.00754466
 0.01297629 0.01024101 0.02153088 0.00732116 0.02676281 0.03720224
 0.01101377 0.02320656 0.01280979 0.03158839 0.01556436 0.03912715
 0.01196981 0.00155602 0.01045862 0.01850864 0.0046717  0.01617791
 0.01270445 0.02258758 0.00876088 0.00685472 0.00398699 0.02731335
 0.01364676 0.02290196 0.01314156 0.02211959 0.02383661 0.00729063
 0.00713587 0.0137367  0.00227666 0.03348588 0.00666556 0.02546
 0.05959418 0.03006167 0.03039852 0.01945752 0.02666952 0.04635938]"
91,91,0.5003635811291314,2024-01-15 11:02:30.904423,2024-01-15 11:02:32.728747,0 days 00:00:01.824324,True,entropy,26.0,sqrt,15.0,7.0,35.0,False,True,COMPLETE,"[0.5357142857142857, 0.5672514619883041, 0.3666666666666667, 0.5611111111111111, 0.47107438016528924]","[0.00620746 0.01843395 0.00950545 0.00625386 0.02656664 0.00362899
 0.02396332 0.03580355 0.01048662 0.04648333 0.0059885  0.00754466
 0.01297629 0.01024101 0.02153088 0.00732116 0.02676281 0.03720224
 0.01101377 0.02320656 0.01280979 0.03158839 0.01556436 0.03912715
 0.01196981 0.00155602 0.01045862 0.01850864 0.0046717  0.01617791
 0.01270445 0.02258758 0.00876088 0.00685472 0.00398699 0.02731335
 0.01364676 0.02290196 0.01314156 0.02211959 0.02383661 0.00729063
 0.00713587 0.0137367  0.00227666 0.03348588 0.00666556 0.02546
 0.05959418 0.03006167 0.03039852 0.01945752 0.02666952 0.04635938]"
142,142,0.49959747854484704,2024-01-15 11:04:06.375991,2024-01-15 11:04:08.164824,0 days 00:00:01.788833,True,entropy,22.0,sqrt,15.0,12.0,32.0,False,True,COMPLETE,"[0.5428571428571429, 0.5672514619883041, 0.38333333333333336, 0.55, 0.4545454545454546]","[0.00678941 0.01856261 0.01039659 0.00684016 0.02905726 0.00396921
 0.02171611 0.03706562 0.01146974 0.05084114 0.00654992 0.00825197
 0.01123275 0.01042511 0.0235494  0.00568901 0.02736841 0.03954493
 0.01204631 0.02538217 0.01227594 0.03454981 0.01702352 0.03484127
 0.00874539 0.00170189 0.00734934 0.02024382 0.00510967 0.01769459
 0.01228448 0.0219783  0.00958221 0.00749735 0.00436078 0.02987398
 0.01492615 0.02504902 0.01437359 0.01461382 0.02607129 0.00797413
 0.00780486 0.00979111 0.0024901  0.03535605 0.00729045 0.0221216
 0.05079276 0.02524657 0.03324839 0.02128167 0.02916979 0.04053849]"
137,137,0.49959747854484704,2024-01-15 11:03:55.981480,2024-01-15 11:03:57.754134,0 days 00:00:01.772654,True,entropy,15.0,sqrt,15.0,14.0,32.0,False,True,COMPLETE,"[0.5428571428571429, 0.5672514619883041, 0.38333333333333336, 0.55, 0.4545454545454546]","[0.00678941 0.01856261 0.01039659 0.00684016 0.02905726 0.00396921
 0.02171611 0.03706562 0.01146974 0.05084114 0.00654992 0.00825197
 0.01123275 0.01042511 0.0235494  0.00568901 0.02736841 0.03954493
 0.01204631 0.02538217 0.01227594 0.03454981 0.01702352 0.03484127
 0.00874539 0.00170189 0.00734934 0.02024382 0.00510967 0.01769459
 0.01228448 0.0219783  0.00958221 0.00749735 0.00436078 0.02987398
 0.01492615 0.02504902 0.01437359 0.01461382 0.02607129 0.00797413
 0.00780486 0.00979111 0.0024901  0.03535605 0.00729045 0.0221216
 0.05079276 0.02524657 0.03324839 0.02128167 0.02916979 0.04053849]"
23,23,0.4991076175286701,2024-01-15 10:03:21.851587,2024-01-15 10:06:26.321577,0 days 00:03:04.469990,True,entropy,2.0,sqrt,9.0,8.0,15.0,False,False,COMPLETE,,
92,92,0.4974061876454221,2024-01-15 11:02:32.750874,2024-01-15 11:02:34.626551,0 days 00:00:01.875677,True,entropy,26.0,sqrt,15.0,7.0,37.0,False,True,COMPLETE,"[0.4928571428571429, 0.5730994152046784, 0.37222222222222223, 0.5777777777777778, 0.4710743801652893]","[0.00587193 0.01743752 0.00899164 0.00591581 0.0251306  0.00343283
 0.02338532 0.03386822 0.00991978 0.04397071 0.00587505 0.00910133
 0.01687407 0.00968745 0.02036705 0.00990974 0.02531617 0.0351913
 0.01147792 0.02195215 0.01211737 0.03634599 0.01512286 0.03701217
 0.01221248 0.00147191 0.00989329 0.01750817 0.00441918 0.01530343
 0.01201772 0.02419922 0.00828732 0.0064842  0.01053903 0.02583696
 0.0129091  0.02927797 0.01640059 0.02263129 0.02254814 0.00689654
 0.00675015 0.01299417 0.00304799 0.03167583 0.00630526 0.035063
 0.05637287 0.02843672 0.02875536 0.01840576 0.02522792 0.04385346]"
276,276,0.49670319048309486,2024-01-15 11:07:46.438692,2024-01-15 11:07:47.976195,0 days 00:00:01.537503,True,gini,18.0,sqrt,14.0,13.0,17.0,False,True,COMPLETE,"[0.6214285714285714, 0.4327485380116959, 0.41111111111111115, 0.5388888888888889, 0.4793388429752066]","[0.0162676  0.01572213 0.         0.0055566  0.02774031 0.00793871
 0.02304683 0.04889392 0.00393665 0.04409653 0.00563379 0.01795708
 0.01590838 0.01582304 0.02570436 0.00603734 0.02994783 0.05237961
 0.00812028 0.02579926 0.00259321 0.01311261 0.01106645 0.05872045
 0.00601792 0.00537856 0.01184321 0.0332907  0.00265953 0.03003523
 0.01041314 0.00685259 0.01403128 0.01378544 0.00135538 0.02335964
 0.00441249 0.02020552 0.03340865 0.00696407 0.0393912  0.01066109
 0.         0.00989189 0.         0.02469714 0.01443937 0.03307913
 0.03219241 0.03116155 0.03697951 0.00341764 0.01811242 0.03996031]"
269,269,0.4958652830423166,2024-01-15 11:07:35.400539,2024-01-15 11:07:37.065850,0 days 00:00:01.665311,True,gini,13.0,sqrt,15.0,15.0,24.0,False,True,COMPLETE,"[0.5071428571428571, 0.5263157894736843, 0.3444444444444445, 0.6055555555555556, 0.49586776859504134]","[0.00899706 0.01542622 0.01101522 0.00657942 0.02923007 0.00520471
 0.01886315 0.05100715 0.00962613 0.05250482 0.00474374 0.0085127
 0.01241846 0.01325402 0.02026065 0.00654338 0.02838378 0.04598502
 0.00510824 0.02478505 0.01062779 0.03563478 0.01831232 0.03922132
 0.00942359 0.         0.00354344 0.02499903 0.00238204 0.02429089
 0.00654731 0.01375031 0.00928212 0.00991855 0.00307305 0.02969984
 0.00672023 0.01506649 0.02059271 0.01302937 0.03332515 0.00899995
 0.00758393 0.01270147 0.00194928 0.03895197 0.00979377 0.02499637
 0.05213432 0.02486164 0.0439194  0.0103567  0.01670243 0.03915945]"
9,9,0.49561714202862533,2024-01-15 10:03:21.628713,2024-01-15 10:05:15.657068,0 days 00:01:54.028355,True,gini,25.0,sqrt,15.0,4.0,21.0,False,False,COMPLETE,,
215,215,0.49561714202862533,2024-01-15 11:06:06.684806,2024-01-15 11:06:08.272722,0 days 00:00:01.587916,True,gini,15.0,sqrt,15.0,11.0,21.0,False,True,COMPLETE,"[0.5785714285714285, 0.5146198830409356, 0.37222222222222223, 0.5333333333333333, 0.47933884297520657]","[0.01028235 0.01762996 0.00387017 0.00751934 0.02714334 0.00594824
 0.02155789 0.04967106 0.00328183 0.04407429 0.00542142 0.0097288
 0.00884168 0.01514745 0.01990513 0.00747815 0.02706143 0.05255431
 0.00583799 0.02832577 0.01214605 0.03019161 0.01418417 0.04482437
 0.01076981 0.         0.00404964 0.02857032 0.00272233 0.01922742
 0.00748264 0.01571464 0.01060814 0.01133549 0.00109721 0.02963805
 0.00768026 0.01721885 0.02353453 0.00233226 0.03808588 0.00943668
 0.00468023 0.01451596 0.00222775 0.0305239  0.00758862 0.02856729
 0.05714705 0.02228297 0.0446569  0.01183623 0.01908849 0.04475366]"
94,94,0.49418394471026056,2024-01-15 11:02:36.533290,2024-01-15 11:02:38.472873,0 days 00:00:01.939583,True,entropy,26.0,sqrt,15.0,7.0,40.0,False,True,COMPLETE,"[0.5, 0.5497076023391814, 0.37222222222222223, 0.5944444444444446, 0.4545454545454546]","[0.00543153 0.02123995 0.01033935 0.00547212 0.02324581 0.00433303
 0.02589404 0.03132811 0.00917579 0.04374559 0.00543442 0.02016498
 0.01560851 0.01103061 0.01883952 0.01057757 0.02341746 0.03255196
 0.01061707 0.02030574 0.01120857 0.03362004 0.01398864 0.03423626
 0.01252108 0.00136152 0.00915129 0.01972216 0.0063998  0.01415567
 0.01111639 0.02238428 0.00766577 0.00599788 0.0097486  0.02389918
 0.01487119 0.02708213 0.01841612 0.02093394 0.02085703 0.0063793
 0.00830624 0.01556729 0.00281939 0.02930015 0.00864069 0.04227131
 0.05713975 0.02630396 0.03219618 0.01702533 0.02333583 0.04262387]"
249,249,0.493810145197705,2024-01-15 11:07:03.473972,2024-01-15 11:07:04.978584,0 days 00:00:01.504612,True,gini,15.0,sqrt,14.0,14.0,15.0,False,True,COMPLETE,"[0.6214285714285714, 0.47953216374269003, 0.3833333333333333, 0.48888888888888893, 0.49586776859504134]","[0.00897661 0.01781841 0.         0.0033424  0.03143902 0.00899721
 0.0119787  0.02626214 0.00446154 0.04997607 0.00638496 0.02035136
 0.0180295  0.01793278 0.02913161 0.00684232 0.0283784  0.05936356
 0.00920299 0.02436673 0.00293897 0.01486096 0.01254198 0.06654985
 0.0068203  0.0060957  0.0082729  0.03772946 0.00301413 0.02865572
 0.00528748 0.00776627 0.01590212 0.00987901 0.0015361  0.01982461
 0.00500082 0.02289959 0.03427034 0.00789261 0.0396493  0.00207339
 0.         0.00439155 0.         0.02799009 0.01636462 0.03748968
 0.03648473 0.03531643 0.04191011 0.         0.01206651 0.04528835]"
229,229,0.4921179670940437,2024-01-15 11:06:28.230356,2024-01-15 11:06:29.795774,0 days 00:00:01.565418,True,gini,16.0,sqrt,14.0,16.0,18.0,False,True,COMPLETE,"[0.6357142857142857, 0.4093567251461988, 0.4055555555555556, 0.538888888888889, 0.4710743801652893]","[0.01536384 0.01484867 0.         0.0052479  0.02619918 0.00749767
 0.02830923 0.04617759 0.00371795 0.04164673 0.0053208  0.01695947
 0.01502458 0.01494398 0.02427634 0.00570194 0.02828407 0.04946963
 0.00766915 0.03598357 0.00244914 0.02701233 0.0118575  0.05545821
 0.01044855 0.00507975 0.01118525 0.03144122 0.00251178 0.03262371
 0.00983463 0.00647189 0.01325176 0.01301958 0.00128008 0.02206188
 0.00416735 0.01908299 0.03155262 0.00657718 0.0372028  0.01136609
 0.         0.00934234 0.         0.02922899 0.01363718 0.0312414
 0.03040394 0.02943036 0.0349251  0.00322777 0.01710617 0.04287817]"
